System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_BURNS_BOURNE_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_CATHERINE_KATHRYN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_COLM_COLIN_WithAccentsAndSymbolsAndSpaces_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_FRANCISZEK_FRANCES_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Forenames_SEAN_JOHN_MatchExpected",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Forenames_SEAN_PETE_NoMatchExpected",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_Forenames_UNA_OONAGH_ShouldSuccessfullyMatchButDoesNot",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_KARL_ALESSANDRO_DoesNotMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_LongSurnames_MORIARTY_OMUIRCHEARTAIGH_DoesNotSuccessfulMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_LongSurnames_OMUIRCHEARTAIGH_OMIREADHAIGH_SuccessfulMatch",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_MCGOWAN_MCGEOGHEGAN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_MICKY_MICHAEL_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_OONA_OONAGH_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_PETERSON_PETERS_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SAM_SAMUEL_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SEAN_SHAUN_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SMITH_SMYTH_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
"No System Name","org.apache.commons.codec.language","MatchRatingApproachEncoderTest","testCompare_SOPHIE_SOFIA_SuccessfullyMatched",1,2,20,16,280.00,0.03,0,1,2,3,0,3,3.50,0,0,0,0,11,0,0,0,0,80.00,9
