System,Package,Class,Name, COMP, NOS, HLTH, HVOC, HEFF, HBUG, CREF, XMET, LMET, NLOC, NOA, MOD, HDIF, LOOP, EXCR, MDN, VDEC, NOPR, EXCT, VREF, CAST, TDN, HVOL, NAND
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,24,17,446.35,0.03,3,1,1,4,3,1,4.55,0,0,0,0,11,0,3,0,0,98.10,13
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,21,16,359.33,0.03,3,1,1,3,2,1,4.28,0,0,0,0,10,0,2,0,0,84.00,11
"No System Name","org.apache.commons.io.output","FileWriterWithEncoding","FileWriterWithEncoding",1,2,24,17,446.35,0.03,3,1,1,4,3,1,4.55,0,0,0,0,11,0,3,0,0,98.10,13
"No System Name","org.apache.commons.io","FilenameUtils","FilenameUtils",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","org.apache.commons.io","FilenameUtilsTestCase","FilenameUtilsTestCase",1,5,40,18,902.22,0.06,1,2,1,6,0,1,5.41,0,0,0,0,23,0,6,2,0,166.80,17
"No System Name","org.apache.commons.io","FileDeleteStrategy$ForceFileDeleteStrategy","ForceFileDeleteStrategy",1,2,7,6,27.14,0.01,0,0,0,3,0,0,1.50,0,0,0,0,4,0,0,0,0,18.09,3
"No System Name","org.apache.commons.io.serialization","FullClassNameMatcher","FullClassNameMatcher",1,2,24,19,566.39,0.03,4,3,0,3,1,1,5.56,0,0,0,0,14,0,2,0,0,101.95,10
"No System Name","org.apache.commons.io","HexDump","HexDump",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","org.apache.commons.io.filefilter","HiddenFileFilter","HiddenFileFilter",1,1,4,4,12.00,0.00,0,0,0,2,0,1,1.50,0,0,0,0,3,0,0,0,0,8.00,1
"No System Name","org.apache.commons.io","IOCase","IOCase",1,3,22,13,522.38,0.03,1,0,0,4,2,1,6.42,0,0,0,0,11,0,4,0,0,81.41,11
"No System Name","org.apache.commons.io","IOExceptionWithCause","IOExceptionWithCause",1,2,15,11,172.97,0.02,2,0,0,3,2,1,3.33,0,0,0,0,7,0,2,0,0,51.89,8
"No System Name","org.apache.commons.io","IOExceptionWithCause","IOExceptionWithCause",1,2,11,9,108.97,0.01,1,0,0,3,1,1,3.12,0,0,0,0,6,0,1,0,0,34.87,5
"No System Name","org.apache.commons.io","IOUtils","IOUtils",1,2,7,6,36.19,0.01,0,0,0,3,0,1,2.00,0,0,0,0,5,0,0,0,0,18.09,2
"No System Name","org.apache.commons.io.input","InfiniteCircularInputStream","InfiniteCircularInputStream",1,2,13,11,236.11,0.01,0,0,0,3,1,1,5.25,0,0,0,0,7,0,2,0,0,44.97,6
"No System Name","org.apache.commons.io","LineIterator","LineIterator",3,6,42,21,2398.21,0.06,3,2,0,10,1,1,13.00,0,0,1,0,26,0,6,1,3,184.48,16
"No System Name","org.apache.commons.io","FileUtilsTestCase$ListDirectoryWalker","ListDirectoryWalker",1,2,6,5,20.90,0.00,0,0,0,3,0,0,1.50,0,0,0,0,4,0,0,0,0,13.93,2
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,15,13,190.31,0.02,1,0,1,3,1,1,3.43,0,0,0,0,7,0,1,0,0,55.51,8
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,18,14,257.00,0.02,1,0,1,3,2,1,3.75,0,0,0,0,8,0,2,0,0,68.53,10
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,27,20,583.46,0.04,3,1,1,3,3,2,5.00,0,0,0,0,12,0,3,0,0,116.69,15
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,19,15,272.18,0.02,2,0,1,3,2,1,3.67,0,0,0,0,8,0,2,0,0,74.23,11
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,29,19,610.82,0.04,3,1,1,4,4,1,4.96,0,0,0,0,12,0,4,0,0,123.19,17
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,19,15,272.18,0.02,2,0,1,3,2,1,3.67,0,0,0,0,8,0,2,0,0,74.23,11
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",4,15,114,43,7764.42,0.21,6,8,3,20,4,1,12.55,0,0,1,1,62,0,18,0,3,618.59,52
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,15,13,190.31,0.02,1,0,1,3,1,1,3.43,0,0,0,0,7,0,1,0,0,55.51,8
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,18,14,257.00,0.02,1,0,1,3,2,1,3.75,0,0,0,0,8,0,2,0,0,68.53,10
"No System Name","org.apache.commons.io.output","LockableFileWriter","LockableFileWriter",1,2,24,16,485.33,0.03,2,1,1,3,3,1,5.06,0,0,0,0,11,0,3,0,0,96.00,13
"No System Name","org.apache.commons.io.filefilter","MagicNumberFileFilter","MagicNumberFileFilter",1,2,13,11,161.90,0.01,0,0,1,3,1,1,3.60,0,0,0,0,7,0,1,0,0,44.97,6
"No System Name","org.apache.commons.io.filefilter","MagicNumberFileFilter","MagicNumberFileFilter",4,10,80,30,5253.26,0.13,2,2,0,14,2,1,13.38,0,0,1,0,45,0,13,0,3,392.55,35
"No System Name","org.apache.commons.io.filefilter","MagicNumberFileFilter","MagicNumberFileFilter",1,2,12,10,119.59,0.01,1,0,1,3,1,1,3.00,0,0,0,0,6,0,1,0,0,39.86,6
"No System Name","org.apache.commons.io.filefilter","MagicNumberFileFilter","MagicNumberFileFilter",4,9,66,30,2806.74,0.11,3,4,0,13,2,1,8.67,0,0,1,0,40,0,7,0,3,323.85,26
"No System Name","org.apache.commons.io.input","MessageDigestCalculatingInputStream","MessageDigestCalculatingInputStream",1,2,17,14,218.45,0.02,2,1,1,3,1,1,3.38,0,0,0,0,8,0,1,0,0,64.73,9
"No System Name","org.apache.commons.io.input","MessageDigestCalculatingInputStream","MessageDigestCalculatingInputStream",1,2,19,15,272.18,0.02,3,1,1,3,2,1,3.67,0,0,0,0,8,0,2,0,0,74.23,11
"No System Name","org.apache.commons.io.input","MessageDigestCalculatingInputStream","MessageDigestCalculatingInputStream",1,4,23,15,359.43,0.03,3,1,1,5,2,1,4.00,0,0,0,0,11,0,4,0,0,89.86,12
"No System Name","org.apache.commons.io.input","MessageDigestCalculatingInputStream$MessageDigestMaintainingObserver","MessageDigestMaintainingObserver",1,2,10,9,99.06,0.01,1,0,0,3,1,1,3.12,0,0,0,0,5,0,2,0,0,31.70,5
"No System Name","org.apache.commons.io","FileSystemUtilsTestCase$MockFileSystemUtils","MockFileSystemUtils",1,2,16,12,184.37,0.02,1,0,1,3,2,1,3.21,0,0,0,0,7,0,2,0,0,57.36,9
"No System Name","org.apache.commons.io","FileSystemUtilsTestCase$MockFileSystemUtils","MockFileSystemUtils",1,4,34,16,899.11,0.05,1,1,0,5,3,1,6.61,0,0,0,0,17,0,6,0,0,136.00,17
"No System Name","org.apache.commons.io.serialization","MockSerializedClass","MockSerializedClass",1,2,11,9,130.76,0.01,1,0,0,3,1,0,3.75,0,0,0,0,5,0,2,0,0,34.87,6
"No System Name","org.apache.commons.io.input","XmlStreamReaderUtilitiesTest$MockXmlStreamReader","MockXmlStreamReader",1,2,21,17,330.47,0.03,2,2,0,3,1,0,3.85,0,0,0,0,10,0,1,0,0,85.84,11
